,0,1,2,3,4
0,0.016427586501038167,0.999999,0.999999,0.4927480666205729,0.01928788527694207
1,0.002958433748974723,0.026035497318934658,0.00032159941871940105,0.015000393349816926,0.999567943477725
2,0.0029535050443974665,0.007751552665923006,0.0003215972325742737,0.01468502805921247,0.0031916706295140773
3,0.0029476418887962683,0.003539439214482756,0.0003215422978121196,0.014598365901680687,0.0031846197354360585
4,0.002947196353648006,0.007762404950783624,0.0003196506803001239,0.1583032034611087,0.0030549193080805855
5,0.0029535050443974665,0.007751552665923006,0.0003215972325742737,0.01468502805921247,0.0031916706295140773
6,0.0029539627677020773,0.999999,0.999999,0.01471229463273403,0.2156143828251048
7,0.002953475392839709,0.007767901652859691,0.0003215972237949172,0.014690459647089532,0.01716770373262092
8,0.0029838823487599846,0.008087048720407069,0.001570022687173096,0.015069754049040594,0.998973319894408
9,0.0029534005474844004,0.000603842452802145,0.00032159721100466146,0.014449320873295198,0.003191673311752743
10,0.0029535050443974665,0.007751552665923006,0.0003215972325742737,0.01468502805921247,0.0031916706295140773
11,0.0029531878507138604,0.0013317648541108938,0.0003215776805404888,0.014717283657334993,0.0031614600067615
12,0.0029535050443974665,0.007751552665923006,0.0003215972325742737,0.01468502805921247,0.0031916706295140773
13,0.002967657154559392,0.999999,1.2741844993839308e-05,0.013128697784516676,0.08509702256879413
14,0.002953475392839709,0.007767901652859691,0.0003215972237949172,0.014690459647089532,0.01716770373262092
15,0.04784204729021622,0.999999,0.0003219878701497548,0.0130390330793635,0.0031491725138218974
16,0.0029535050443974665,0.007751552665923006,0.0003215972325742737,0.01468502805921247,0.0031916706295140773
17,0.002953475392839709,0.007767901652859691,0.0003215972237949172,0.014690459647089532,0.01716770373262092
18,0.0029476418887962683,0.003539439214482756,0.0003215422978121196,0.014598365901680687,0.0031846197354360585
19,0.003123588587718866,0.007858597766741032,0.0047394375875063665,0.999999,0.003202414619488579
20,0.0029535050443974665,0.007751552665923006,0.0003215972325742737,0.01468502805921247,0.0031916706295140773
21,0.0025530644988255,0.007751787658383461,0.00032159088797496294,0.014645020645167968,0.999556360803636
22,0.0029476418887962683,0.003539439214482756,0.0003215422978121196,0.014598365901680687,0.0031846197354360585
23,0.0029534005474844004,0.000603842452802145,0.00032159721100466146,0.014449320873295198,0.003191673311752743
24,0.0029535050443974665,0.007751552665923006,0.0003215972325742737,0.01468502805921247,0.0031916706295140773
25,0.012712345021460963,0.054670443836552736,0.0015700336842614229,0.0147255407440354,0.012540065075588335
26,0.002954151450800796,0.9999753354611531,0.0008721904491995634,0.999999,0.22387974184094045
27,0.0029476418887962683,0.003539439214482756,0.0003215422978121196,0.014598365901680687,0.0031846197354360585
28,0.002873702143525352,1.6411004536206313e-06,0.00032150202947479466,0.01376353839591211,0.003183988658494644
29,0.0029535050443875244,0.007751552665926312,0.0003215972325742737,0.999999,0.0031916706293259075
30,0.0029535050443974665,0.007751552665923006,0.0003215972325742737,0.01468502805921247,0.0031916706295140773
