,0,1,2,3,4,5
0,0.999999,0.07479264699931441,0.5036582164326804,0.999999,0.008772994835086359,0.7252384089776815
1,0.05422108036404792,0.95464955368653,0.0022395942895306778,0.005466528537295277,0.019448990086520897,0.011429247561887738
2,0.013590714985488566,0.009356402979044946,0.00223873445502963,0.00545451710525183,0.0036571316305493793,0.0038368510275902518
3,0.013593733469752128,0.009337893988241752,0.0014117274059352253,0.005439012285623598,0.003654303829375279,0.0038330642945796074
4,0.013590537763038235,0.07534175313103542,0.002238721132525871,0.005454550488111384,0.0036561217723944804,0.003836865208302661
5,0.013590714985488566,0.009356402979044946,0.00223873445502963,0.00545451710525183,0.0036571316305493793,0.0038368510275902518
6,0.9999951027334296,0.009450660052228244,0.03766085280231775,0.999999,0.01908886729778145,0.999999
7,0.051908953101589446,0.009356573751730497,0.002238734776179732,0.005454516998980015,0.003657131632004521,0.0038368510276320213
8,0.03333299653759707,0.9547508876887614,0.002239557006960803,0.005463287022618857,0.003683828234697226,0.060594938567058367
9,0.013587281579032016,0.0003034471832738686,0.0022386314729357626,0.005451031304248364,0.0033583916170078563,0.003836309258493142
10,0.013590714985488566,0.009356402979044946,0.00223873445502963,0.00545451710525183,0.0036571316305493793,0.0038368510275902518
11,0.0027632727035729584,0.009356284718235281,0.0022386195868180176,0.005452142353005842,0.0036528581312066533,0.0038239958077458205
12,0.013590714985488566,0.009356402979044946,0.00223873445502963,0.00545451710525183,0.0036571316305493793,0.0038368510275902518
13,0.999999,1e-06,0.0022249582596077476,0.3026139280047981,0.001972775116807283,0.011819920562436945
14,0.051908953101589446,0.009356573751730497,0.002238734776179732,0.005454516998980015,0.003657131632004521,0.0038368510276320213
15,0.014450464580298056,0.009391616114998681,0.0023869882312969495,0.999999,0.003662213332450282,0.8720837438848585
16,0.013590714985488566,0.009356402979044946,0.00223873445502963,0.00545451710525183,0.0036571316305493793,0.0038368510275902518
17,0.051908953101589446,0.009356573751730497,0.002238734776179732,0.005454516998980015,0.003657131632004521,0.0038368510276320213
18,0.013593733469752128,0.009337893988241752,0.0014117274059352253,0.005439012285623598,0.003654303829375279,0.0038330642945796074
19,0.013569128316343809,0.009411272600494867,0.999999,0.005384520512099484,0.0036557350843592538,0.999999
20,0.013590714985488566,0.009356402979044946,0.00223873445502963,0.00545451710525183,0.0036571316305493793,0.0038368510275902518
21,0.033857742098759996,0.9938912105171894,0.002233304581832508,0.005343049319500597,0.0036595351284746964,0.011274121019801709
22,0.013593733469752128,0.009337893988241752,0.0014117274059352253,0.005439012285623598,0.003654303829375279,0.0038330642945796074
23,0.013587281579032016,0.0003034471832738686,0.0022386314729357626,0.005451031304248364,0.0033583916170078563,0.003836309258493142
24,0.013590714985488566,0.009356402979044946,0.00223873445502963,0.00545451710525183,0.0036571316305493793,0.0038368510275902518
